recipe_id	date	edit_date	seo_keywords	seo_desc	rname	image	video	videostart	time_ready	yields	summary	ingredients	directions	leftovers	calories	calories_fat	total_fat	saturated_fat	trans_fat	cholesterol	sodium	carb	fiber	sugar	protein	published	ordering
1096	9/1/2011 10:30	6/12/2012 10:27	"chef  dave, lettuce wraps, cook smart"	"lettuce wraps, cook smart"	Asian Chicken Lettuce Wraps	http://www.orberacoach.ca/administrator/components/com_recipe/images/1096.jpg		0	15 minutes	8	"When making this dish it&rsquo;s important that all the ingredients are cut small as directed.&nbsp; If the ingredient pieces are too large, the lettuce can tear and will not hold your chicken mixture.&nbsp; The larger out leaves of Bibb (butter) lettuce work well because the leaves are larger and don&rsquo;t tear easily when filled with the chicken mixture. Just be sure to use fresh lettuce leaves.&nbsp; The chicken mixture freezes well."	%3Cul%3E%3Cli%3E1+tbsp+%2815+mL%29+canola+oil%3C%2Fli%3E%3Cli%3E1+pound+%281%2F2+kg%29+boneless+skinless+chicken+breast%2C+cut+into+%26frac14%3B+inch+cubes%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+shredded+carrots%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+shredded+green+cabbage%3C%2Fli%3E%3Cli%3E%26frac14%3B+cup+%2850+mL%29+sliced+water+chestnuts%3C%2Fli%3E%3Cli%3E1+clove+garlic%2C+minced%3C%2Fli%3E%3Cli%3E%26frac12%3B+tsp+%282+mL%29+dried+ginger%3C%2Fli%3E%3Cli%3E1%26frac12%3B+tbsp+%2820+mL%29+fish+sauce%3C%2Fli%3E%3Cli%3E1+tbsp+%2815+mL%29+sesame+oil%3C%2Fli%3E%3Cli%3E8+each+leaves+butter+lettuce%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EIn+a+large+saut%26eacute%3B+pan+over+medium+high+heat+add+canola+oil.%3C%2Fli%3E%3Cli%3EWhen+oil+is+hot%2C+add+chicken+and+saut%26eacute%3B+for+2+minutes.%3C%2Fli%3E%3Cli%3EAdd+carrots%2C+cabbage%2C+water+chestnuts%2C+garlic%2C+and+ginger.%3C%2Fli%3E%3Cli%3ESaut%26eacute%3B+for+an+additional+2+minutes.%3C%2Fli%3E%3Cli%3EAdd+fish+sauce+and+sesame+oil%3B+cook+an+additional+2+minutes%2C+remove+from+heat.%3C%2Fli%3E%3Cli%3EDivide+cooked+mixture+into+8+equal+portions.%3C%2Fli%3E%3Cli%3ENext+place+mixture+into+the+center+of+large+lettuce+leaf%2C+roll%2C+and+serve+immediately.%3C%2Fli%3E%3C%2Fol%3E		100	35	4	1	0	35	340	2	0	1	13	1	0
1095	9/1/2011 10:30	6/12/2012 10:27	"chef  dave, plum sauce. cook smart"	"chef  dave, plum sauce. cook smart"	Stir Fry Vegetables with Plum Sauce	http://www.orberacoach.ca/administrator/components/com_recipe/images/1095.jpg		0	20 minutes	4	"Plum sauce is an Asian dipping sauce which is made with sweet plums, sugar, vinegar, salt, ginger and chilies.&nbsp; This sauce can be found in the Asian section of your grocery store. When cutting the vegetables be sure to cut them about the same size to make sure all the vegetables cook evenly."	%3Cul%3E%3Cli%3E1+tbsp+%2815+mL%29+canola+oil%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+chopped+garlic%3C%2Fli%3E%3Cli%3E%26nbsp%3B%26frac12%3B+cup+%28125+mL%29+broccoli+florets%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+sliced+carrots%3C%2Fli%3E%3Cli%3E%26frac14%3B+cup+%2850+mL%29+chopped+red+bell+pepper%3C%2Fli%3E%3Cli%3E%26frac14%3B+cup+%2850+mL%29+sliced+onion%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+shredded+Napa+cabbage%3C%2Fli%3E%3Cli%3E2+tbsp+%2830+mL%29+plum+sauce%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+sesame+seeds%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EOver+medium+high+heat+ina+medium+saut%26eacute%3B+pan+add+oil.%3C%2Fli%3E%3Cli%3EWhen+oil+is+hot+add+fresh+garlic+and+saut%26eacute%3B+for+30+seconds.%3C%2Fli%3E%3Cli%3EAdd+all+vegetables+and+saut%26eacute%3B+for+4+minutes+or+until+desired+doneness+%28keep+it+crisp%29.%3C%2Fli%3E%3Cli%3EAdd+plum+sauce+and+mix+well.%3C%2Fli%3E%3Cli%3EGarnish+with+sesame+seeds+and+serve.%3C%2Fli%3E%3C%2Fol%3E		70	36	4	0	0	0	65	8	1	0	1	1	0
1135	9/20/2011 03:33	6/12/2012 10:28	" fouts, cook smart, shrimp, asparagus"	"cook smart, shrimp, asparagus"	Sauteed Shrimp with Aspargus Tips	http://www.orberacoach.ca/administrator/components/com_recipe/images/1135.jpg		0	13minutes	4	"Only the asparagus tips are used for this dish.&nbsp; Instead of throwing away the stalk, can cut them in to&frac12; inch pieces and freeze them. The next time you are having mixed vegetables toss in the asparagus pieces.&nbsp; It's best to use fresh shrimp for this dish. If you use frozen shrimp your dish will be slightly more watery.&nbsp; This dish does NOT freeze well."	%3Cul%3E%3Cli%3E1+tbsp+%2815+mL%29+olive+oil%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+raw+asparagus+tips%3C%2Fli%3E%3Cli%3E1+pound+%28%26frac12%3B+kg%29+raw+medium+shrimp%2C+peeled+and+deveined%3C%2Fli%3E%3Cli%3E2+tbsp+%2830+mL%29+minced+garlic%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+red+pepper+flakes%3C%2Fli%3E%3Cli%3E1+tbsp+%2815+mL%29+lemon+juice%3C%2Fli%3E%3Cli%3E2+tbsp+%2830+mL%29+white+wine%3C%2Fli%3E%3Cli%3E%26frac14%3B+tsp+%281+mL%29+salt%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+butter%3C%2Fli%3E%3Cli%3E1+tbsp+%2815+mL%29+chopped+fresh+parsley%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EHeat+the+oil+in+a+large+saute+pan+over+medium+high+heat.+When+oil+is+hot%2C+add+asparagus+tips+and+cook+about+4+minutes%3C%2Fli%3E%3Cli%3EAdd+the+shrimp%2C+garlic%2C+pepper+flakes%2C+lemon+juice%2C+wine%2C+and+salt.%26nbsp%3B+Cover+and+cook+for+3+minutes.%3C%2Fli%3E%3Cli%3EUncover+and+mix+in+the+butter.%26nbsp%3B+Remove+from+heat+and+mix+in+the+parsley.%3C%2Fli%3E%3Cli%3EServe.%3C%2Fli%3E%3C%2Fol%3E		200	65	7	2	0	175	320	5	1	1	24	1	0
1136	9/20/2011 03:58	7/12/2012 05:34	"cook smart, turkey"	"cook smart, turkey"	Turkey Cutlets with Thyme-Tomato Sauce	http://www.orberacoach.ca/administrator/components/com_recipe/images/1136.jpg		0	20 minutes	8	"A culet simply means a thin cut of meat or poultry.&nbsp; The thinner the cutlet, the quicker the food cooks.&nbsp; In this case not only does the turkey cook quickly but the tomato sauce tenderizes the poultry as it cooks and the turkey almost melts in your mouth.&nbsp; This dish freezes well."	%3Cul%3E%3Cli%3E8+tsp+%2840+mL%29+olive+oil%2C+divided%3C%2Fli%3E%3Cli%3E2+pounds+%281+kg%29+turkey+cutlets%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+salt%2C+divided%3C%2Fli%3E%3Cli%3E1+tsp+%285mL%29+black+pepper%2C+divided%3C%2Fli%3E%3Cli%3E1+tbsp+%2815+mL%29+chopped+fresh+thyme%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+minced+garlic%3C%2Fli%3E%3Cli%3E3+cups+%28750+mL%29+chopped+tomato%3C%2Fli%3E%3Cli%3E2+tbsp+%2830+mL%29+white+wine+vinegar%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EHeat+4+tsp+%2820+mL%29+of+the+oil+in+a+large+skilletover+medium-high+heat.%3C%2Fli%3E%3Cli%3ESprinkle+turkey+on+both+sides+with+%26frac12%3B+tsp+each+of+salt+and+pepper.%26nbsp%3B+Add+turkey+to+the+pan+and+cook+for+2+to+5+minutes+on+each+side%2C+or+until+done.%26nbsp%3B+Remove+from+the+pan+and+keep+warm.%3C%2Fli%3E%3Cli%3EAdd+the+remaining+4+tsp+%2820+mL%29+of+oil%2C+thyme%2C+and+galic+to+pan.%26nbsp%3B+Saute+for+1+minute.%3C%2Fli%3E%3Cli%3EAdd+the+tomatoes+and+cook+for+1+minute%2C+stirring+frequently.%26nbsp%3B+Stir+in+vinegar+and%26nbsp%3B+remaining+%26frac12%3B+tsp+each+of+salt+and+pepper.%26nbsp%3B+Serve+over+turkey.%3C%2Fli%3E%3C%2Fol%3E%3Cp%3E%26nbsp%3B%3C%2Fp%3E		180	45	5	1	0	45	390	3	1	2	29	1	0
1138	9/20/2011 04:40	6/12/2012 10:30	"cook smart, berries, custard"	"cook smart, berries, custard"	Berry Delicious Egg Custard	http://www.orberacoach.ca/administrator/components/com_recipe/images/1138.jpg		0	35 minutes	4	You will create a water bath to cook your custards and it is important not to ignore this step.&nbsp; A water bath allows your custard to cook evenly so to middle of your custard cooks at the same rate as the sides.&nbsp; This cooking method keeps your custard from curdling while being cooked.&nbsp;&nbsp; This custard taste great warm or cold.	%3Cul%3E%3Cli%3E2+large%26nbsp%3Beggs%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%3C%2Fli%3E%3Cli%3E4+packets+sugar+substitute%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL+vanilla%3C%2Fli%3E%3Cli%3E%26frac14%3B+tsp+%281+mL%29+salt%3C%2Fli%3E%3Cli%3E2+cups+%28500+mL%29+non-fat+evaporated+skim+milk%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+raspberries%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%3C%2Fli%3E%3Cli%3E1%26nbsp%3Bcup+%28250+mL%29+blueberries%3C%2Fli%3E%3Cli%3E%26frac14%3B+tsp+%281+mL%29+nutmeg%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EPreheat+oven+to+350%26deg%3BF+%28180%26deg%3BC%29.%3C%2Fli%3E%3Cli%3EPour+1+cup+%28250+mL%29+of+water+into+a+9+inch+x+13+inch+baking+pan+and+place+to+the+side.%3C%2Fli%3E%3Cli%3EUsing+nonstick+cooking+spray+a+8%26nbsp%3B+inch+x+8+inch+baking+dish.%3C%2Fli%3E%3Cli%3EIn+a+small+bowl%2C+beat+together+eggs%2C+sugar+substitute%2C+salt+and+vanilla.+Beat+until+well+blended.%3C%2Fli%3E%3Cli%3EPour+in+non-fat+evaporated+milk+into+egg+mixture+and+stir+until+blended.%3C%2Fli%3E%3Cli%3EPlace+berries+into+the+bottom+of+8+inch+x+8+inch+pan+and+pour+egg+custard+mixture+over+the+top.%3C%2Fli%3E%3Cli%3EThen+place+the+8+inch+x+8+inch+pan+into+the+9+inch+x+13+inch%26nbsp%3B+pan+that+is+filled+with+water+%28This+creates+a+double+boiler+to+keep+your+custard+from+curdling.%29%3C%2Fli%3E%3Cli%3EBake+for+35+minutes+or+until+a+knife+comes+out+clean.%3C%2Fli%3E%3Cli%3ESprinkle+the+nutmeg+on+top+when+you+remove+finished+custard+from+the+oven.%3C%2Fli%3E%3Cli%3EServe+warm+or+cold.%3C%2Fli%3E%3C%2Fol%3E		180	30	3	1	0	95	330	25	1	19	13	1	0
1139	9/20/2011 04:52	7/13/2012 10:23	"cook smart, sweet potato pie"	"cook smart, sweet potato pie"	Sweet Potato Pie	http://www.orberacoach.ca/administrator/components/com_recipe/images/1139.jpg		0	"1 hour, 10 minutes"	10	Being from the south sweet potato pie is as common as apple pie. It is normally served with a big dollop of whipped topping. I recommend using the sugar free whipped topping that can you find in your frozen dessert&nbsp; section of your grocery store. This pie does not freeze well.&nbsp;&nbsp;	%3Cul%3E%3Cli%3E1+pound+%28%26frac12%3B+kg%29+sweet+potatoes+peeled+and+cubed%3C%2Fli%3E%3Cli%3E%26frac14%3B+cup+%2850+mL%29+butter%2C+softened%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+sugar+substitute%3C%2Fli%3E%3Cli%3E4+eggs%26nbsp%3B%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+cinnamon%3C%2Fli%3E%3Cli%3E%26frac12%3B%26nbsp%3B+tsp+%282+mL%29+nutmeg%3C%2Fli%3E%3Cli%3E%26frac14%3B%26nbsp%3B+tsp+%281+mL%29+cloves%3C%2Fli%3E%3Cli%3E%26frac12%3B%26nbsp%3B+tsp+%285+mL%29+salt%3C%2Fli%3E%3Cli%3E7+fluid+oz+%28210+mL%29%26nbsp%3B+evaporated+skim+milk%3C%2Fli%3E%3Cli%3E1+%289+inch%29+pie+crust+shell%2C+unbaked%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EBoil+sweet+potatoes+in+water+until+easily+pierced+by+fork.+Cool+slightly.%3C%2Fli%3E%3Cli%3EPreheat+oven+and+a+cookie+sheet+to+375%26deg%3BC+%28190%26deg%3BC%29.%3C%2Fli%3E%3Cli%3EPlace+cooked+potatoes+in+large+mixing+bowl+and+beat+with+electric+mixer+until+smooth.%3C%2Fli%3E%3Cli%3EStir+in+butter+and+sugar+substitute.%3C%2Fli%3E%3Cli%3EBeat+in+eggs%2C+one+at+a+time.%3C%2Fli%3E%3Cli%3EMix+in+spices%2C+salt%2C+and+evaporated+milk.%3C%2Fli%3E%3Cli%3EPour+into+unbaked+pie+crust.%3C%2Fli%3E%3Cli%3EBake+on+preheated+cookie+sheet+near+center+of+oven+for+70+minutes+or+until+knife+inserted+in+ce11nter+comes+out+clean.%3C%2Fli%3E%3C%2Fol%3E		220	100	11	5	0	85	300	24	2	6	6	1	0
1140	9/20/2011 04:59	6/12/2012 10:36	"cook smart, bananas"	"cook smart, bananas"	Grilled Bananas	http://www.orberacoach.ca/administrator/components/com_recipe/images/1140.jpg		0	10 minutes	4	"It&rsquo;s important to use ripe bananas for grilling, but if the bananas are too ripe they won&rsquo;t hold their shape on the grill.&nbsp; The heat of the grill brings out the natural sugars and the grill grates caramelize the sugar giving this dish an amazing taste.&nbsp; The port wine can be left out but the flavor won't be the same."	%3Cul%3E%3Cli%3E2+bananas%2C+peeled+and+cut+in+half%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+honey%3C%2Fli%3E%3Cli%3E%26frac14%3B+cup+%2850+mL%29+orange+juice%3C%2Fli%3E%3Cli%3E2+tbsp+%2830+mL%29+port+wine%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EIn+a+small+bowl+combine+honey%2C+orange+juice+and+port+wine.%3C%2Fli%3E%3Cli%3EOver+medium+coals+%28medium+heat+if+gas%29+add+bananas+and+using+a+basting+brush%2C+baste+the+bananas.%3C%2Fli%3E%3Cli%3ETurn+the+bananas+every+45+seconds+basting+every+time+you+turn+the+bananas.%3C%2Fli%3E%3Cli%3EGrill+for+5+minutes.%26nbsp%3B+Serve+warm.%3C%2Fli%3E%3C%2Fol%3E		60	0	0	0	0	0	0	15	2	8	1	1	0
1141	9/20/2011 05:07	6/12/2012 10:36	"cook smart, vegetable lasagna"	"cook smart, vegetable lasagna"	Vegetable Lasagna	http://www.orberacoach.ca/administrator/components/com_recipe/images/1141.jpg		0	1 hour`	8	"This vegetable lasagna is made in two steps.&nbsp; The first step is prepping the ricotta cheese mixture and the vegetables.&nbsp; This step is important because you want to make sure the vegetables are cut and ready to layer.&nbsp; The second step is making cheese sauce.&nbsp; When making the cheese sauce, follow the directions as written to make sure your cheese sauce does not separate or curdle.&nbsp; This dish freezes well."	%3Cul%3E%3Cli%3E2+cups+%28500+mL%29+part+skim+ricotta+cheese%3C%2Fli%3E%3Cli%3E1+large+egg%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+dried+Italian+seasoning.%3C%2Fli%3E%3Cli%3E2+large+fresh+yellow+squash%2C+sliced+into+%26frac14%3B+inch+rounds%3C%2Fli%3E%3Cli%3E2+large+fresh+zucchini%2C+sliced+and+cut+into+%26frac14%3B+inch+rounds%3C%2Fli%3E%3Cli%3E4+cups+%281+L%29+fresh+baby+spinach%2C+stems+removed%3Cbr+%2F%3E%26nbsp%3B%3C%2Fli%3E%3C%2Ful%3E%3Cp%3E%3Cstrong%3E%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B+3+cups+%28750+mL%29+Cheese+Sauce%3C%2Fstrong%3E%3C%2Fp%3E%3Cul%3E%3Cli%3E%26frac14%3B+cup+%2850+mL%29+butter%3C%2Fli%3E%3Cli%3E2+cloves+garlic%2C+minced%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+all+purpose+flour%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+salt%3C%2Fli%3E%3Cli%3E%26frac12%3B+tsp+%282+mL%29+black+pepper%3C%2Fli%3E%3Cli%3E3+cups+%28750+mL%29+non+fat+milk%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+shredded+low+fat+sharp+cheddar+cheese%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EPreheat+oven+to+350%26deg%3BF+%28180%26deg%3BC%29.%3C%2Fli%3E%3Cli%3EUsing+non-stick+cook+spray+grease+a+9+inch+-x-13+inch+baking+dish.%3C%2Fli%3E%3Cli%3EIn+a+small+mixing+bowl+combine+ricotta+cheese%2C+egg%2C+and+Italian+seasoning+and+mix+well.+Set+aside.%3C%2Fli%3E%3Cli%3EPlace+half+of+the+yellow+squash+onto+the+bottom+of+the+pan+evenly+to+form+a+single+layer.%3C%2Fli%3E%3Cli%3ESpread+half+the+mixture+of+the+ricotta+cheese+over+the+top+of+the+yellow+squash.%3C%2Fli%3E%3Cli%3EPlace+half+of+the+spinach+over+the+ricotta+cheese.%3C%2Fli%3E%3Cli%3EPlace+half+of+the+zucchini+on+top+of+the+spinach.%3C%2Fli%3E%3Cli%3ERepeat+layering+steps.%3C%2Fli%3E%3Cli%3EPour+cheese+sauce+over+top+of+lasagna.%3C%2Fli%3E%3Cli%3EPlace+in+preheated+oven+and+bake+uncovered+for+45+minutes.%3C%2Fli%3E%3C%2Fol%3E%3Cp%3E%3Cstrong%3ECheese+Sauce%3C%2Fstrong%3E%3C%2Fp%3E%3Col%3E%3Cli%3EIn+a+medium+pot+over+medium+high+heat+melt+butter.%3C%2Fli%3E%3Cli%3EWhen+butter+is+melted+add+garlic+and+saut%26eacute%3B+for+30+seconds.%3C%2Fli%3E%3Cli%3EAdd+flour+to+butter+garlic+mixture+and+stir+over+medium+high+heat.%26nbsp%3B+This+mixture+will+form+a+paste.%3C%2Fli%3E%3Cli%3EAdd+salt+and+pepper%3B+stir+for+1+minute.%3C%2Fli%3E%3Cli%3ESlowly+add+1+cup+%28250+mL%29+nonfat+milk+and+continue+to+stir+to+keep+the+milk+from+burning+to+the+bottom+of+the+pan.+When+the+mixture+is+smooth%2C+slowly+add+the+remaining+2+cups+%28500+mL%29+milk%2C+stirring+constantly.+It+can+take+up+to+5+minutes+to+simmer+and+you+must+stir+constantly+to+avoid+burning.%26nbsp%3B%3C%2Fli%3E%3Cli%3EWhen+mixture+comes+to+a+simmer%2C+turn+heat+to+medium+low+and+stir+in+cheddar+cheese.%26nbsp%3B+When+the+cheese+melts.+remove+from+heat+and+reserve+the+sauce+for+vegetable+lasagna.%3C%2Fli%3E%3C%2Fol%3E		260	110	12	7	0	60	570	21	3	9	17	1	0
1128	9/25/2011 05:04	5/27/2012 11:57			Oma?ÇÖs Potato Dumplings	http://www.orberacoach.ca/administrator/components/com_recipe/images/1128.jpg		0	45 minutes	8	"I grew up in a Germanic community in Wisconsin and we ate a lot of dumplings, sausages, root vegetables, and cheese. This recipe comes from an old handwritten recipe card of my mom's. She would serve this with sauerbraten, a beef roast she marinated for three days, with gingersnap gravy. When I had kids, Oma and Opa would come to visit and my girls would ask her to make this meal. Well, you don't need to spend three days waiting to serve these dumplings. They taste great with our Pork and Sauerkraut Soup. Prost!&nbsp;&nbsp; Vicki"	%3Cul%3E%3Cli%3E3+large+potatoes+baked+with+the+skins+on%3C%2Fli%3E%3Cli%3E1+egg%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+cracker+crumbs+%28about+13-14+low+sodium+soda+crackers%29%3C%2Fli%3E%3Cli%3E%26frac14%3B+cup+%2850+mL%29+flour%3C%2Fli%3E%3Cli%3E3+tbsp+%2845+mL%29+fresh+grated+onion+%28do+not+use+dried+onion+flakes+or+powder%29%3C%2Fli%3E%3Cli%3E%26frac14%3B+tsp+%282+mL%29+pepper%3C%2Fli%3E%3Cli%3E%26frac14%3B+tsp+%282+mL%29+salt%3C%2Fli%3E%3Cli%3E1+large+pot+of+boiling+salted+water%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3ERemove+peel+from+baked+potato.%3C%2Fli%3E%3Cli%3EPlace+large+pot+of+boiling+water+over+high+heat+add+1+tsp+%285+mL%29+of+salt.%3C%2Fli%3E%3Cli%3ECut+potato+into+medium+cubes+and+place+into+a+medium+bowl%3B+using+a+hand+mixer%2C+mash+potatoes+until+smooth.%3C%2Fli%3E%3Cli%3EAdd+eggs%2C+crackers+crumbs%2C+flour%2C+grated+onion%2C+pepper+and+salt.+Use+your+hands+to+mix+ingredients+into+thick+dough.%3C%2Fli%3E%3Cli%3EDivide+dough+into+%26frac14%3B+cup+%2850+mL%29+portions+and+roll+into+a+ball.%3C%2Fli%3E%3Cli%3EWhen+water+begins+boiling+add+dough+balls+and+simmer+for+25+to+30+minutes.%26nbsp%3B%3C%2Fli%3E%3Cli%3ERemove+from+water+and+keep+warm+until+ready+to+serve.%3C%2Fli%3E%3C%2Fol%3E		100	10	1	0	0	25	95	20	1	2	3	1	0
1130	9/25/2011 05:04	4/12/2012 08:36			Blueberry Torte	http://www.orberacoach.ca/administrator/components/com_recipe/images/1130.jpg		0	40 minutes	8	My mom used to make this dessert and it was one of my favorites. I now make it with the lower fat foods that were not available back then. You can switch out the blueberries with just about any fruit. Any kind of berry or peaches would taste great too.&nbsp;&nbsp; Vicki	%3Cul%3E%3Cli%3E9+graham+crackers+%282%26frac12%3B-inch+squares%29+made+into+crumbs%3C%2Fli%3E%3Cli%3E8+oz+%28255+g%29+low+fat+cream+cheese%3C%2Fli%3E%3Cli%3E%26frac12%3Bcup+%28125+mL%29+Splenda%3C%2Fli%3E%3Cli%3E2+eggs%3C%2Fli%3E%3Cli%3E2+tbsp+%2830+mL%29+fat+free+milk%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+vanilla+extract%3C%2Fli%3E%3Cli%3E2+cups+%28500+mL%29+frozen+blueberries%2C+thawed+%28do+not+drain%29%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+light+whipped+topping%3C%2Fli%3E%3Cli%3ECooking+spray%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EPreheat+oven+to+350%26deg%3BF%28180%26deg%3BC%29.%3C%2Fli%3E%3Cli%3ESpray+a+9+inch+pie+pan+with+cooking+spray.+Pat+crackers+crumbs+into+bottom+of+pan.%3C%2Fli%3E%3Cli%3ECream+together+the+cream+cheese+and+Splenda.%3C%2Fli%3E%3Cli%3EAdd+eggs%2C+one+at+a+time.+Add+milk+and+vanilla.%3C%2Fli%3E%3Cli%3EGently+pour+cream+cheese+mixture+over+crackers.%3C%2Fli%3E%3Cli%3EBake+for+20+minutes+or+until+set.%3C%2Fli%3E%3Cli%3EChill+before+serving.+Top+each+slice+with+%26frac14%3B+cup+%2850+mL%29+blueberries+with+juice+and+2+tbsp+%2830+mL%29+whipped+topping%3C%2Fli%3E%3C%2Fol%3E		160	65	7	4	0	60	190	18	1	9	5	1	0
